source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0051493,regulation of cytoskeleton organization,0.0011984274518299805,True,"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",531,7396,230,20972,0.031097890751757708,0.4331450094161959,query_1,"['GO:0007010', 'GO:0033043']"
GO:BP,GO:0045429,positive regulation of nitric oxide biosynthetic process,0.001201499586751148,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of nitric oxide."" [GOC:go_curators]",37,7396,25,20972,0.0033802055164954027,0.6756756756756757,query_1,"['GO:0006809', 'GO:0009891', 'GO:0045428']"
GO:BP,GO:0031175,neuron projection development,0.0012098767363073256,True,"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]",1010,7396,414,20972,0.055976203353163875,0.4099009900990099,query_1,"['GO:0048666', 'GO:0120036']"
GO:BP,GO:1904951,positive regulation of establishment of protein localization,0.0012174585827921286,True,"""Any process that activates or increases the frequency, rate or extent of establishment of protein localization."" [GO_REF:0000058, GOC:TermGenie, PMID:22761445]",282,7396,131,20972,0.01771227690643591,0.4645390070921986,query_1,"['GO:0045184', 'GO:0048518', 'GO:0070201']"
GO:BP,GO:0045596,negative regulation of cell differentiation,0.0012174585827921286,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell differentiation."" [GOC:go_curators]",665,7396,282,20972,0.03812871822606814,0.42406015037593986,query_1,"['GO:0030154', 'GO:0045595', 'GO:0048523', 'GO:0051093']"
GO:BP,GO:0006909,phagocytosis,0.0012280167682539966,True,"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]",238,7396,113,20972,0.015278528934559221,0.47478991596638653,query_1,['GO:0006897']
GO:BP,GO:0070665,positive regulation of leukocyte proliferation,0.0012280167682539966,True,"""Any process that activates or increases the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",166,7396,83,20972,0.011222282314764737,0.5,query_1,"['GO:0008284', 'GO:0070661', 'GO:0070663']"
GO:BP,GO:0006414,translational elongation,0.0012332421373186307,True,"""The successive addition of amino acid residues to a nascent polypeptide chain during protein biosynthesis."" [GOC:ems]",79,7396,45,20972,0.006084369929691726,0.569620253164557,query_1,"['GO:0006412', 'GO:0009059']"
GO:BP,GO:0007030,Golgi organization,0.00126769663864709,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the Golgi apparatus."" [GOC:dph, GOC:jl, GOC:mah]",152,7396,77,20972,0.01041103299080584,0.506578947368421,query_1,"['GO:0006996', 'GO:0010256']"
GO:BP,GO:0031401,positive regulation of protein modification process,0.0012755427879810864,True,"""Any process that activates or increases the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]",450,7396,198,20972,0.026771227690643593,0.44,query_1,"['GO:0031399', 'GO:0036211', 'GO:0051247']"
GO:BP,GO:0048545,response to steroid hormone,0.0012886084594671361,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:go_curators]",312,7396,143,20972,0.019334775554353704,0.4583333333333333,query_1,"['GO:0009725', 'GO:0033993']"
GO:BP,GO:0036092,phosphatidylinositol-3-phosphate biosynthetic process,0.0013139064947264609,True,"""The chemical reactions and pathways resulting in the formation of phosphatidylinositol-3-phosphate, a phosphatidylinositol monophosphate carrying the phosphate group at the 3-position."" [GOC:al, GOC:vw]",22,7396,17,20972,0.002298539751216874,0.7727272727272727,query_1,['GO:0046854']
GO:BP,GO:0048145,regulation of fibroblast proliferation,0.0013139064947264609,True,"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]",88,7396,49,20972,0.00662520281233099,0.5568181818181818,query_1,"['GO:0042127', 'GO:0048144']"
GO:BP,GO:0042330,taxis,0.0013413094511241124,True,"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]",458,7396,201,20972,0.02717685235262304,0.4388646288209607,query_1,"['GO:0009605', 'GO:0040011']"
GO:BP,GO:0007032,endosome organization,0.0013413094511241124,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of endosomes."" [GOC:dph, GOC:jl, GOC:mah]",97,7396,53,20972,0.007166035694970254,0.5463917525773195,query_1,"['GO:0010256', 'GO:0016050']"
GO:BP,GO:2000781,positive regulation of double-strand break repair,0.0013413094511241124,True,"""Any process that activates or increases the frequency, rate or extent of double-strand break repair."" [GOC:BHF]",97,7396,53,20972,0.007166035694970254,0.5463917525773195,query_1,"['GO:0006302', 'GO:0045739', 'GO:2000779']"
GO:BP,GO:0072523,purine-containing compound catabolic process,0.0013619124539099435,True,"""The chemical reactions and pathways resulting in the breakdown of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",157,7396,79,20972,0.010681449432125473,0.5031847133757962,query_1,"['GO:0009056', 'GO:0072521']"
GO:BP,GO:0015748,organophosphate ester transport,0.0013843832225653803,True,"""The directed movement of organophosphate esters into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Organophosphate esters are small organic molecules containing phosphate ester bonds."" [GOC:mcc]",176,7396,87,20972,0.011763115197404002,0.4943181818181818,query_1,['GO:0006810']
GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,0.001386277504715891,True,"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase/protein kinase B signal transduction."" [GOC:ai]",268,7396,125,20972,0.016901027582477014,0.4664179104477612,query_1,"['GO:0043491', 'GO:1902531']"
GO:BP,GO:0045732,positive regulation of protein catabolic process,0.001410648594676837,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:go_curators]",229,7396,109,20972,0.014737696051919956,0.4759825327510917,query_1,"['GO:0009896', 'GO:0030163', 'GO:0042176', 'GO:0051247']"
GO:BP,GO:0019722,calcium-mediated signaling,0.001452002689428508,True,"""Any intracellular signal transduction in which the signal is passed on within the cell via calcium ions."" [GOC:signaling]",234,7396,111,20972,0.015008112493239589,0.47435897435897434,query_1,['GO:0141124']
GO:BP,GO:0032870,cellular response to hormone stimulus,0.0014561206835479322,True,"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:mah]",677,7396,286,20972,0.03866955110870741,0.4224519940915805,query_1,"['GO:0009725', 'GO:0070887', 'GO:0071495']"
GO:BP,GO:0046635,positive regulation of alpha-beta T cell activation,0.0015271139021683891,True,"""Any process that activates or increases the frequency, rate or extent of alpha-beta T cell activation."" [GOC:ai]",73,7396,42,20972,0.005678745267712277,0.5753424657534246,query_1,"['GO:0046631', 'GO:0046634', 'GO:0050870']"
GO:BP,GO:0043270,positive regulation of monoatomic ion transport,0.001538160266223877,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of charged atoms or small charged molecules into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:jl]",186,7396,91,20972,0.012303948080043267,0.489247311827957,query_1,"['GO:0006811', 'GO:0043269', 'GO:0051050']"
GO:BP,GO:0008154,actin polymerization or depolymerization,0.001538160266223877,True,"""Assembly or disassembly of actin filaments by the addition or removal of actin monomers from a filament."" [GOC:mah]",186,7396,91,20972,0.012303948080043267,0.489247311827957,query_1,['GO:0007015']
GO:BP,GO:0035162,embryonic hemopoiesis,0.001538160266223877,True,"""The stages of blood cell formation that take place within the embryo."" [GOC:bf]",24,7396,18,20972,0.0024337479718766902,0.75,query_1,"['GO:0030097', 'GO:0048568']"
GO:BP,GO:0007034,vacuolar transport,0.0015557947633964167,True,"""The directed movement of substances into, out of or within a vacuole."" [GOC:ai]",167,7396,83,20972,0.011222282314764737,0.49700598802395207,query_1,['GO:0046907']
GO:BP,GO:0006413,translational initiation,0.0016316792070375026,True,"""The process preceding formation of the peptide bond between the first two amino acids of a protein. This includes the formation of a complex of the ribosome, mRNA or circRNA, and an initiation complex that contains the first aminoacyl-tRNA."" [ISBN:019879276X]",125,7396,65,20972,0.008788534342888048,0.52,query_1,"['GO:0006412', 'GO:0008152']"
GO:BP,GO:0038066,p38MAPK cascade,0.001633296790886585,True,"""A MAPK cascade containing at least the p38MAPK (MAPK14) MAP kinase, or Hog1 in yeast. It starts with the activation of a MAP3K, and the consecutive activation of a MPK2K and of p38MAPK. The cascade can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinases in the downstream tier. The p38MAPK cascade is activated by stress signals, including hyperosmolarity, as well as by G protein-coupled receptors, growth factors, and cytokines, and results in cellular responses such as cell proliferation, cell differentiation, apoptosis and inflammation."" [PMID:20811974, PMID:23125017, PMID:32794416]",56,7396,34,20972,0.004597079502433748,0.6071428571428571,query_1,['GO:0000165']
GO:BP,GO:0050853,B cell receptor signaling pathway,0.001633296790886585,True,"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B cell."" [GOC:add]",71,7396,41,20972,0.005543537047052461,0.5774647887323944,query_1,['GO:0050851']
GO:BP,GO:0045599,negative regulation of fat cell differentiation,0.0017213023767644552,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]",54,7396,33,20972,0.0044618712817739315,0.6111111111111112,query_1,"['GO:0045444', 'GO:0045596', 'GO:0045598']"
GO:BP,GO:0050920,regulation of chemotaxis,0.001757404427542614,True,"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]",201,7396,97,20972,0.013115197404002164,0.48258706467661694,query_1,"['GO:0006935', 'GO:0032101', 'GO:0040012']"
GO:BP,GO:0010506,regulation of autophagy,0.0018047744884516661,True,"""Any process that modulates the frequency, rate or extent of autophagy. Autophagy is the process in which cells digest parts of their own cytoplasm."" [GOC:dph, GOC:tb]",364,7396,163,20972,0.022038939967550027,0.4478021978021978,query_1,"['GO:0006914', 'GO:0009894']"
GO:BP,GO:0009888,tissue development,0.0018333006853451556,True,"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]",2014,7396,787,20972,0.10640886965927529,0.39076464746772593,query_1,['GO:0048856']
GO:BP,GO:0032922,circadian regulation of gene expression,0.0018816243516843016,True,"""Any process that modulates the frequency, rate or extent of gene expression such that an expression pattern recurs with a regularity of approximately 24 hours."" [GOC:mah]",67,7396,39,20972,0.0052731206057328285,0.582089552238806,query_1,"['GO:0007623', 'GO:0010468']"
GO:BP,GO:0140894,endolysosomal toll-like receptor signaling pathway,0.0018831473416850528,True,"""The series of molecular signals initiated by a ligand binding to an endolysosomal pattern recognition receptor (PRR) of the toll-like family. PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [PMID:29679565]",50,7396,31,20972,0.0041914548404543,0.62,query_1,['GO:0002753']
GO:BP,GO:0046637,regulation of alpha-beta T cell differentiation,0.0019370354068515717,True,"""Any process that modulates the frequency, rate or extent of alpha-beta T cell differentiation."" [GOC:ai]",78,7396,44,20972,0.005949161709031909,0.5641025641025641,query_1,"['GO:0045580', 'GO:0046632', 'GO:0046634']"
GO:BP,GO:0008643,carbohydrate transport,0.0019512605696274253,True,"""The directed movement of carbohydrate into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Carbohydrates are a group of organic compounds based of the general formula Cx(H2O)y."" [GOC:ai]",121,7396,63,20972,0.008518117901568416,0.5206611570247934,query_1,['GO:0006810']
GO:BP,GO:0006629,lipid metabolic process,0.0019528119692436322,True,"""The chemical reactions and pathways involving lipids, compounds soluble in an organic solvent but not, or sparingly, in an aqueous solvent. Includes fatty acids; neutral fats, other fatty-acid esters, and soaps; long-chain (fatty) alcohols and waxes; sphingoids and other long-chain bases; glycolipids, phospholipids and sphingolipids; and carotenes, polyprenols, sterols, terpenes and other isoprenoids."" [GOC:ma]",1369,7396,547,20972,0.07395889670091942,0.3995617238860482,query_1,['GO:0044238']
GO:BP,GO:0010639,negative regulation of organelle organization,0.0019528119692436322,True,"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]",357,7396,160,20972,0.02163331530557058,0.4481792717086835,query_1,"['GO:0006996', 'GO:0033043', 'GO:0051129']"
GO:BP,GO:0031295,T cell costimulation,0.0019528119692436322,True,"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]",48,7396,30,20972,0.004056246619794483,0.625,query_1,"['GO:0031294', 'GO:0050870']"
GO:BP,GO:0006090,pyruvate metabolic process,0.0019708576648772903,True,"""The chemical reactions and pathways involving pyruvate, 2-oxopropanoate."" [GOC:go_curators]",128,7396,66,20972,0.008923742563547863,0.515625,query_1,['GO:0032787']
GO:BP,GO:0045926,negative regulation of growth,0.0019968655200889285,True,"""Any process that stops, prevents or reduces the rate or extent of growth, the increase in size or mass of all or part of an organism."" [GOC:go_curators]",221,7396,105,20972,0.014196863169280692,0.4751131221719457,query_1,"['GO:0040007', 'GO:0040008', 'GO:0048519']"
GO:BP,GO:0061951,establishment of protein localization to plasma membrane,0.001997238134706143,True,"""The directed movement of a protein to a specific location in a plasma membrane."" [GOC:dph, GOC:vw]",65,7396,38,20972,0.005137912385073012,0.5846153846153846,query_1,['GO:0090150']
GO:BP,GO:0051222,positive regulation of protein transport,0.002049520947551807,True,"""Any process that activates or increases the frequency, rate or extent of the directed movement of a protein into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]",248,7396,116,20972,0.01568415359653867,0.46774193548387094,query_1,"['GO:0015031', 'GO:0051050', 'GO:0051223', 'GO:1903829', 'GO:1904951']"
GO:BP,GO:1990778,protein localization to cell periphery,0.0021145150219774294,True,"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]",355,7396,159,20972,0.02149810708491076,0.447887323943662,query_1,['GO:0008104']
GO:BP,GO:0009179,purine ribonucleoside diphosphate metabolic process,0.0021185356336141993,True,"""The chemical reactions and pathways involving purine ribonucleoside diphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",119,7396,62,20972,0.0083829096809086,0.5210084033613446,query_1,"['GO:0009135', 'GO:0009185']"
GO:BP,GO:0009135,purine nucleoside diphosphate metabolic process,0.0021185356336141993,True,"""The chemical reactions and pathways involving purine nucleoside diphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",119,7396,62,20972,0.0083829096809086,0.5210084033613446,query_1,['GO:0009132']
GO:BP,GO:0097035,regulation of membrane lipid distribution,0.002129260476088951,True,"""Any process that modulates the proportions or spatial arrangement of lipids in a cellular membrane."" [GOC:mah, PMID:18441123, PMID:20823909]",63,7396,37,20972,0.005002704164413196,0.5873015873015873,query_1,"['GO:0061024', 'GO:0065008']"
GO:BP,GO:0007029,endoplasmic reticulum organization,0.0021458152066709977,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of the endoplasmic reticulum."" [GOC:dph, GOC:jl, GOC:mah]",103,7396,55,20972,0.007436452136289886,0.5339805825242718,query_1,"['GO:0006996', 'GO:0010256']"
GO:BP,GO:0045739,positive regulation of DNA repair,0.0021458152066709977,True,"""Any process that activates or increases the frequency, rate or extent of DNA repair."" [GOC:go_curators]",140,7396,71,20972,0.009599783666846945,0.5071428571428571,query_1,"['GO:0006281', 'GO:0006282', 'GO:0048584', 'GO:0051054']"
GO:BP,GO:0034121,regulation of toll-like receptor signaling pathway,0.0021654113595463396,True,"""Any process that modulates the frequency, rate, or extent of toll-like receptor signaling pathway."" [GOC:add, PMID:16551253, PMID:17328678]",36,7396,24,20972,0.003244997295835587,0.6666666666666666,query_1,"['GO:0002224', 'GO:0062207']"
GO:BP,GO:0141198,protein branched polyubiquitination,0.0022285671674167774,True,"""A protein ubiquitination process in which ubiquitin monomers are attached to a protein, and then ubiquitin polymers are formed by linkages between lysine residues at various positions of the ubiquitin monomers, forming branched linkages, such as K11/K48- or K11/K63-linked chains."" [PMID:29033132, PMID:29378950, PMID:31998699, PMID:37325469]",19,7396,15,20972,0.0020281233098972417,0.7894736842105263,query_1,['GO:0000209']
GO:BP,GO:0042130,negative regulation of T cell proliferation,0.002229426993488782,True,"""Any process that stops, prevents or reduces the rate or extent of T cell proliferation."" [GOC:jl]",74,7396,42,20972,0.005678745267712277,0.5675675675675675,query_1,"['GO:0042098', 'GO:0042129', 'GO:0050672', 'GO:0050868']"
GO:BP,GO:0009261,ribonucleotide catabolic process,0.0023516569452845964,True,"""The chemical reactions and pathways resulting in the breakdown of a ribonucleotide, a compound consisting of ribonucleoside (a base linked to a ribose sugar) esterified with a phosphate group at either the 3' or 5'-hydroxyl group of the sugar."" [GOC:go_curators, ISBN:0198506732]",138,7396,70,20972,0.009464575446187128,0.5072463768115942,query_1,"['GO:0009166', 'GO:0009259', 'GO:1901136']"
GO:BP,GO:0032543,mitochondrial translation,0.0023596583801264656,True,"""The chemical reactions and pathways resulting in the formation of a protein in a mitochondrion. This is a ribosome-mediated process in which the information in messenger RNA (mRNA) is used to specify the sequence of amino acids in the protein; the mitochondrion has its own ribosomes and transfer RNAs, and uses a genetic code that differs from the nuclear code."" [GOC:go_curators]",131,7396,67,20972,0.00905895078420768,0.5114503816793893,query_1,"['GO:0006412', 'GO:0140053']"
GO:BP,GO:0032602,chemokine production,0.002382850222236303,True,"""The appearance of a chemokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels. All chemokines possess a number of conserved cysteine residues involved in intramolecular disulfide bond formation. Some chemokines are considered pro-inflammatory and can be induced during an immune response to recruit cells of the immune system to a site of infection, while others are considered homeostatic and are involved in controlling the migration of cells during normal processes of tissue maintenance or development. Chemokines are found in all vertebrates, some viruses and some bacteria."" [GOC:BHF, GOC:rl, ISBN:0198506732, PMID:12183377, Wikipedia:Chemokine]",92,7396,50,20972,0.006760411032990805,0.5434782608695652,query_1,['GO:0001816']
GO:BP,GO:0032642,regulation of chemokine production,0.002382850222236303,True,"""Any process that modulates the frequency, rate, or extent of chemokine production."" [GOC:mah]",92,7396,50,20972,0.006760411032990805,0.5434782608695652,query_1,"['GO:0001817', 'GO:0032602']"
GO:BP,GO:0032648,regulation of interferon-beta production,0.0024040039410436792,True,"""Any process that modulates the frequency, rate, or extent of interferon-beta production."" [GOC:mah, PMID:15546383]",59,7396,35,20972,0.004732287723093564,0.5932203389830508,query_1,"['GO:0032479', 'GO:0032608']"
GO:BP,GO:0032608,interferon-beta production,0.0024040039410436792,True,"""The appearance of interferon-beta due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah, PMID:15546383]",59,7396,35,20972,0.004732287723093564,0.5932203389830508,query_1,['GO:0032606']
GO:BP,GO:0072659,protein localization to plasma membrane,0.002436655153526424,True,"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]",286,7396,131,20972,0.01771227690643591,0.458041958041958,query_1,"['GO:0072657', 'GO:1990778']"
GO:BP,GO:0030595,leukocyte chemotaxis,0.002482577169085985,True,"""The movement of a leukocyte in response to an external stimulus."" [GOC:add, GOC:jl]",227,7396,107,20972,0.014467279610600325,0.4713656387665198,query_1,"['GO:0050900', 'GO:0060326']"
GO:BP,GO:0000422,autophagy of mitochondrion,0.0025167330954057395,True,"""The autophagic process in which mitochondria are delivered to a type of vacuole and degraded in response to changing cellular conditions."" [GOC:autophagy, PMID:15798367, PMID:19289147, PMID:23065344]",115,7396,60,20972,0.008112493239588967,0.5217391304347826,query_1,['GO:0006914']
GO:BP,GO:0070664,negative regulation of leukocyte proliferation,0.0025432091761421007,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]",99,7396,53,20972,0.007166035694970254,0.5353535353535354,query_1,"['GO:0008285', 'GO:0070661', 'GO:0070663']"
GO:BP,GO:0009132,nucleoside diphosphate metabolic process,0.00255768926247393,True,"""The chemical reactions and pathways involving a nucleoside diphosphate, a compound consisting of a nucleobase linked to a deoxyribose or ribose sugar esterified with diphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",136,7396,69,20972,0.009329367225527312,0.5073529411764706,query_1,['GO:0006753']
GO:BP,GO:0050878,regulation of body fluid levels,0.002581770631179065,True,"""Any process that modulates the levels of body fluids."" [GOC:ai, GOC:dph, GOC:tb]",374,7396,166,20972,0.022444564629529474,0.44385026737967914,query_1,['GO:0065008']
GO:BP,GO:0051495,positive regulation of cytoskeleton organization,0.0025970209159192183,True,"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]",186,7396,90,20972,0.012168739859383451,0.4838709677419355,query_1,"['GO:0007010', 'GO:0010638', 'GO:0051493']"
GO:BP,GO:0140588,chromatin looping,0.0026389765760805313,True,"""A chromatin organization process that starts with the loading of an extrusion motor (by an SMC family complex) onto the chromatin, followed by chromatin extrusion that stops at loop anchoring sites on the chromosome."" [PMID:32213323]",14,7396,12,20972,0.0016224986479177934,0.8571428571428571,query_1,['GO:0006325']
GO:BP,GO:0001779,natural killer cell differentiation,0.002676637992729454,True,"""The process in which a relatively unspecialized cell acquires the specialized features of a natural killer cell."" [GOC:add, ISBN:0781735149]",21,7396,16,20972,0.002163331530557058,0.7619047619047619,query_1,"['GO:0030098', 'GO:0030101']"
GO:BP,GO:0090200,positive regulation of release of cytochrome c from mitochondria,0.002676637992729454,True,"""Any process that increases the rate, frequency or extent of release of cytochrome c from mitochondria, the process in which cytochrome c is enabled to move from the mitochondrial intermembrane space into the cytosol, which is an early step in apoptosis and leads to caspase activation."" [GOC:BHF, GOC:dph, GOC:mtg_apoptosis, GOC:tb]",21,7396,16,20972,0.002163331530557058,0.7619047619047619,query_1,"['GO:0001836', 'GO:0010638', 'GO:0090199']"
GO:BP,GO:0098813,nuclear chromosome segregation,0.0026862051445934094,True,"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]",324,7396,146,20972,0.019740400216333154,0.4506172839506173,query_1,['GO:0007059']
GO:BP,GO:0072665,protein localization to vacuole,0.002746344539712013,True,"""A process in which a protein is transported to, or maintained at, a location in a vacuole."" [GOC:ecd]",79,7396,44,20972,0.005949161709031909,0.5569620253164557,query_1,['GO:0033365']
GO:BP,GO:0000018,regulation of DNA recombination,0.0027534017742466958,True,"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]",141,7396,71,20972,0.009599783666846945,0.5035460992907801,query_1,"['GO:0006310', 'GO:0051052']"
GO:BP,GO:0000423,mitophagy,0.0027550701558728113,True,"""The selective autophagy process in which a mitochondrion is degraded by macroautophagy."" [PMID:15798367]",97,7396,52,20972,0.007030827474310438,0.5360824742268041,query_1,"['GO:0000422', 'GO:0016236']"
GO:BP,GO:0061640,cytoskeleton-dependent cytokinesis,0.0027946391552180396,True,"""A cytokinesis that involves the function of a set of proteins that are part of the microfilament or microtubule cytoskeleton."" [GOC:dph]",127,7396,65,20972,0.008788534342888048,0.5118110236220472,query_1,['GO:0000910']
GO:BP,GO:0045332,phospholipid translocation,0.002839666594201826,True,"""The movement of a phospholipid molecule from one leaflet of a membrane bilayer to the opposite leaflet."" [ISBN:0815316194, PMID:16452632, PMID:20043909, PMID:20302864]",53,7396,32,20972,0.004326663061114116,0.6037735849056604,query_1,"['GO:0015914', 'GO:0034204']"
GO:BP,GO:0006508,proteolysis,0.002876374691123486,True,"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]",801,7396,331,20972,0.04475392103839913,0.4132334581772784,query_1,['GO:0019538']
GO:BP,GO:0007623,circadian rhythm,0.002876374691123486,True,"""Any biological process in an organism that recurs with a regularity of approximately 24 hours."" [GOC:bf, GOC:go_curators]",201,7396,96,20972,0.012979989183342347,0.47761194029850745,query_1,['GO:0048511']
GO:BP,GO:0030100,regulation of endocytosis,0.0028788704419096377,True,"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]",292,7396,133,20972,0.017982693347755544,0.4554794520547945,query_1,"['GO:0006897', 'GO:0051128', 'GO:0060627']"
GO:BP,GO:0015914,phospholipid transport,0.0028814456392486183,True,"""The directed movement of phospholipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Phospholipids are any lipids containing phosphoric acid as a mono- or diester."" [GOC:ai]",104,7396,55,20972,0.007436452136289886,0.5288461538461539,query_1,"['GO:0006869', 'GO:0015748']"
GO:BP,GO:0000226,microtubule cytoskeleton organization,0.002959082338779474,True,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising microtubules and their associated proteins."" [GOC:mah]",681,7396,285,20972,0.03853434288804759,0.4185022026431718,query_1,"['GO:0007010', 'GO:0007017']"
GO:BP,GO:0051983,regulation of chromosome segregation,0.0030278173558283897,True,"""Any process that modulates the frequency, rate or extent of chromosome segregation, the process in which genetic material, in the form of chromosomes, is organized and then physically separated and apportioned to two or more sets."" [GOC:ai]",132,7396,67,20972,0.00905895078420768,0.5075757575757576,query_1,"['GO:0007059', 'GO:0010564']"
GO:BP,GO:0141193,nuclear receptor-mediated signaling pathway,0.0030278173558283897,True,"""The series of molecular signals initiated by a signaling molecule binding to an intracellular receptor of the nuclear receptor protein family, and ending with regulation of a downstream cellular process, e.g. transcription."" [PMID:25614732]",194,7396,93,20972,0.012574364521362898,0.4793814432989691,query_1,['GO:0030522']
GO:BP,GO:0019882,antigen processing and presentation,0.0030278173558283897,True,"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]",118,7396,61,20972,0.008247701460248783,0.5169491525423728,query_1,['GO:0002376']
GO:BP,GO:0006368,transcription elongation by RNA polymerase II,0.0030278173558283897,True,"""The extension of an RNA molecule after transcription pausing and promoter clearance at an RNA polymerase II promoter by the addition of ribonucleotides catalyzed by RNA polymerase II."" [GOC:mah, GOC:txnOH]",118,7396,61,20972,0.008247701460248783,0.5169491525423728,query_1,"['GO:0006354', 'GO:0006366']"
GO:BP,GO:0097191,extrinsic apoptotic signaling pathway,0.003030542173214959,True,"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]",233,7396,109,20972,0.014737696051919956,0.4678111587982833,query_1,"['GO:0007166', 'GO:0097190']"
